"gameId","playId","nflId_def","eps_yaint"
2018121611,3299,1302,0.444784790370557
2018100400,2153,71251,0.0383515817654194
2018112506,2136,79848,-0.0313306354033056
2018102103,1896,238227,1.05055200036559
2018111810,1888,494259,0.0327684336239122
2018102900,4364,494287,5.10126413751063
2018092311,2696,494289,-0.122765633797569
2018101409,2967,494307,0.0645038377374663
2018121610,3284,496733,-0.0162148659072243
2018101403,3924,496735,-3.54440165466923
2018123001,2070,496739,4.13327372042458
2018090903,2230,496739,0.465169598835203
2018091700,3637,2495108,2.63312704612641
2018120901,4556,2495108,0.122148182182155
2018111100,3281,2495108,-0.00574005531739097
2018112500,2261,2495153,0.925656608865753
2018111806,1188,2495281,0.204625906993829
2018120912,2525,2495613,0.315990557153177
2018120204,1565,2495872,-0.107287258506029
2018100701,2954,2505708,0.759824351694646
2018100701,3356,2505708,-0.362652214193825
2018102801,1934,2505708,-0.745360471380397
2018093009,4920,2507167,-0.00738003299003975
2018092312,571,2508080,-0.560592255291818
2018123000,1676,2508107,-0.11254486057684
2018101800,967,2530510,3.63635313334407
2018112509,2776,2530510,-0.259063070534439
2018102105,2612,2530794,2.52792370717415
2018100705,1560,2532848,-0.355739921997744
2018100701,3427,2532875,1.21776115242659
2018120900,1865,2532877,-0.0432854864037133
2018111107,212,2532920,1.61687534203712
2018102107,2733,2532948,1.03887946698843
2018102811,1542,2532948,-0.509502805845837
2018093001,2620,2532961,0.255044989492784
2018122312,3342,2532961,-0.503462334156923
2018120213,3952,2532966,6.43543324782123
2018120913,3040,2532986,-0.428498045713637
2018092302,3884,2533056,0.104002742278544
2018101412,636,2533057,1.37183300142992
2018101406,73,2533059,0.0929158737511724
2018090905,1646,2533062,2.35872342616134
2018120908,3967,2535687,1.68789721161824
2018123009,949,2539233,3.8909246870993
2018102105,2975,2539233,1.44519434785404
2018102803,466,2539233,1.01219188766747
2018091300,3685,2539233,-0.24648851508074
2018120205,183,2539237,-0.279166616762875
2018111106,3295,2539240,0.345568998673378
2018120206,3048,2539240,-0.117155837953047
2018101403,1793,2539290,0.0465502123186701
2018122308,2033,2539290,-0.722475936684702
2018112501,4249,2539290,-0.986924100383094
2018101404,2953,2539309,1.17060703249952
2018091604,608,2539309,0.288321618655154
2018110404,3477,2539309,0.247097539646949
2018102109,4576,2539311,-0.0334841222011093
2018111805,4118,2539338,-0.00616633841447145
2018100702,551,2539935,0.498366798670675
2018090903,2509,2539935,0.0326666786593304
2018102806,2600,2539943,1.28858295957291
2018091608,2609,2539943,0.19717416604457
2018102806,1270,2539943,-0.0637303905693529
2018091608,970,2539943,-1.1480445843834
2018112202,3156,2539982,-0.0450500551241486
2018092303,2913,2540143,2.44529653310983
2018111805,1987,2540143,2.19566045872508
2018120908,1606,2540143,0.790540323179955
2018120207,1186,2540143,-0.0803897693993614
2018110402,242,2540152,1.26962528963247
2018090900,1869,2540164,-3.03587699007315
2018123015,322,2540170,0.976581489240919
2018102104,3542,2540180,-0.0445602818027888
2018120911,2792,2540288,5.19307540747235
2018111809,4057,2541192,1.49156304924032
2018111809,3718,2541192,-0.0921454259278098
2018120212,3786,2541243,2.0017516125963
2018121610,1488,2541243,-0.152225024425043
2018121610,2984,2541243,-0.232660252585708
2018101410,2750,2541832,1.62363207793297
2018111900,5577,2543492,-0.487742907068627
2018111103,2602,2543571,0.613658389182296
2018101406,1733,2543597,1.07986395229637
2018092000,4318,2543637,-0.0043158516153412
2018093010,94,2543680,3.35381591457115
2018120207,1034,2543681,0.235753104176827
2018102102,4134,2543681,5.94434335434713e-05
2018110404,3753,2543724,-0.363685581536196
2018102803,953,2543814,0.164530035281726
2018090902,163,2543814,-0.138432179603463
2018093009,1971,2543823,-0.3211260454169
2018091600,3428,2543850,0.184926218956898
2018120204,2000,2543874,2.5709598284387
2018123003,3707,2543874,1.23638272053047
2018120904,1600,2543874,-0.500586922836444
2018121501,3322,2550164,-0.0459436531462427
2018123004,697,2550257,4.30594799097876
2018122200,3718,2550613,3.29677181420045
2018091601,2915,2550842,-0.00763344654459752
2018101800,96,2550930,0.982099716115894
2018091000,60,2552262,0.0747184172311792
2018120202,1125,2552262,-0.308924157888873
2018111105,4046,2552265,1.09775392376074
2018102100,1573,2552310,-0.116363467253057
2018111802,2012,2552385,0.344855974512635
2018110401,1519,2552385,-0.212423276128666
2018093009,2364,2552389,0.289354778580051
2018090901,1516,2552389,-0.495909130278795
2018120902,4053,2552389,-0.570631786981557
2018093006,837,2552434,-0.160734971578114
2018102107,4041,2552448,0.192853970822895
2018120901,232,2552488,1.73943312279206
2018111900,5287,2552488,0.0303410934371806
2018091606,901,2552689,0.338186540992359
2018120202,4687,2553536,1.04330328998036
2018111802,2730,2553655,0.674657009096276
2018111802,903,2553655,-0.0908551398656234
2018123012,283,2553710,0.25715324956565
2018110403,2137,2553736,-0.44175148160787
2018110406,872,2553796,0.47012173727536
2018090909,2809,2553796,-0.471475482696989
2018102103,3611,2553817,-0.651817966286135
2018111805,2295,2553822,3.50761759432732
2018120908,912,2553822,0.103104648572148
2018100701,2854,2553822,-0.542943358271912
2018110500,767,2555158,2.0452628640256
2018122200,3502,2555158,-0.150247265764709
2018101411,1776,2555158,-0.592568109887544
2018121608,2643,2555158,-0.678728496367632
2018121600,665,2555162,3.71005531988926
2018090600,3481,2555162,0.679872304351965
2018092000,4079,2555166,-1.37271102746109
2018123004,1474,2555169,3.49988361554253
2018111101,3144,2555277,1.31733171207787
2018102800,663,2555280,1.16373379666391
2018110401,1809,2555285,3.36908106823534
2018091000,2495,2555322,1.76553828308001
2018101406,3664,2555322,0.035387613744243
2018090907,3259,2555329,3.41897677991116
2018111807,1223,2555342,0.116538504778694
2018100703,351,2555378,-0.163505770278248
2018101407,2631,2555394,0.0220976495248033
2018111200,3065,2555522,-0.00368507563830267
2018112201,746,2555531,0.0219472879704039
2018112504,2156,2555539,-0.159001883667403
2018092306,801,2555539,-0.608231438394991
2018100705,3553,2555542,0.353951055307543
2018120201,2797,2555550,0.261504728753982
2018102805,3115,2555550,-0.436211469556656
2018121604,484,2555568,-0.0547119452053091
2018122400,4129,2555568,-3.46803573103747
2018123013,725,2556278,0.362300162885133
2018101100,135,2556363,0.577353021624751
2018123014,746,2556374,1.10431879204561
2018100400,2893,2556429,-0.748405091133692
2018101400,2374,2556445,1.52770582465194
2018121600,2100,2556445,-0.0304716376315435
2018122304,3275,2556445,-0.0389114825428214
2018120209,3066,2556456,-0.034155600087562
2018123010,3851,2556456,-0.126212388958552
2018120209,385,2556456,-0.376984905598313
2018120209,3393,2556456,-1.12837927061018
2018092400,1416,2556559,-0.186675133902327
2018112507,4284,2556567,-0.479454124658468
2018100400,3866,2556571,1.26591732067629
2018120212,4231,2556571,0.107656985915388
2018123014,1420,2556593,2.05981607282911
2018123014,329,2556593,-0.0387466059912884
2018111806,2001,2556673,-1.35358410626895
2018120209,1565,2556934,0.942468243716176
2018110401,3300,2557867,1.67184673654809
2018123001,732,2557867,-0.352721600608676
2018100711,2294,2557881,-1.3932194385797
2018112900,3783,2557920,0.0773396103812551
2018110408,3403,2557927,0.833892517267532
2018101402,3766,2557927,-0.179155404807149
2018092400,311,2557945,-1.33719219262377
2018092307,2527,2557969,-0.11614718934969
2018121501,1907,2557980,0.0881311076539473
2018100706,4213,2557995,-0.588529203043818
2018123011,1307,2558005,0.00355194168027761
2018101406,809,2558060,-0.698439306587839
2018122300,4158,2558060,-1.55715066040723
2018120907,4339,2558061,1.26715975416338
2018111809,845,2558061,-0.0186384566992293
2018093009,364,2558062,2.3635374483719
2018111807,73,2558062,0.662981941363944
2018120204,1289,2558094,3.81112666284829
2018121606,3630,2558136,0.476860362971448
