"gameId","playId","nflId_def","eps_tackling"
2018101407,1433,306,0.279989712227964
2018092310,2289,1302,5.21485570213416
2018121611,2378,1302,0.117869565225364
2018121611,1692,1302,0.0176144094418187
2018121611,901,1302,0.00218790303039196
2018121611,2562,1302,-0.0591330419241922
2018120901,2608,1302,-0.0651748125565272
2018122311,3217,1302,-0.638578709967235
2018102105,1572,2307,1.84095208277839
2018111900,2882,2307,0.988646362571332
2018100705,2972,2307,0.34595388046533
2018120905,1301,2307,0.311492189780378
2018102105,3531,2307,0.288218665728031
2018120905,2162,2307,0.181073921189268
2018120210,3984,2307,0.128995810109436
2018100100,1824,2307,0.102967100276166
2018110403,1637,2307,0.0990745093817826
2018120210,2912,2307,0.0774306988684301
2018121300,3675,2307,0.0448567234448206
2018101412,2217,2307,0.0361421671952002
2018121300,2388,2307,0.017339336912238
2018111105,2154,2307,0.0125218652335419
2018100705,3329,2307,0.0100269442526144
2018101412,927,2307,0.00241475368424071
2018100705,2948,2307,-0.0402222190185348
2018110403,1153,2307,-0.0763622566611993
2018092305,3876,2307,-0.101536689241931
2018111900,5023,2307,-0.145052414135582
2018111900,137,2307,-0.314384826241942
2018122200,2355,2354,0.0797515545644671
2018112600,2391,2354,0.012178355979652
2018111108,297,2354,-0.0668619482586497
2018091607,895,2354,-0.308217263291054
2018123011,3196,2354,-0.826424150304266
2018100703,2194,4365,0.726894642908488
2018123000,1167,4365,0.418294540231416
2018120200,1014,4365,0.34252619449331
2018090900,3210,4365,0.217816133949807
2018120905,626,4365,0.188548782094894
2018120905,3901,4365,0.181427506849553
2018100703,556,4365,0.0986467733091634
2018110400,2513,4365,0.0173686913772892
2018102801,1970,4365,0.00661444235297892
2018102101,2235,4365,0.00498936090557067
2018101411,72,4365,8.03426184949885e-05
2018091300,3746,4365,-0.00292239628053714
2018090900,1823,4365,-0.0162426468061433
2018123000,4196,4365,-0.0412425472619888
2018111801,3742,4365,-0.682409328276787
2018100703,4943,4365,-0.973765599971343
2018102900,1050,71251,0.155244668200743
2018102102,2415,71251,0.0697100573745636
2018121610,3358,71251,0.0380985718795797
2018112505,2060,71251,0.0126880715421014
2018091612,736,71251,0.00542720870192381
2018110410,981,71251,-0.021560391606021
2018120906,2304,71251,-0.0308901878443927
2018093006,51,71251,-0.0587673867078533
2018122308,3704,71251,-0.0969290897930973
2018090905,1222,71251,-0.119552830192485
2018110410,1027,71251,-0.237468856647703
2018100400,3289,71251,-0.416072935542624
2018120911,2633,71441,0.380123999888507
2018112200,567,71441,0.0502590772168221
2018102106,3331,71441,-0.0775064043051436
2018102106,2079,71441,-0.168478784667558
2018110405,1626,71441,-0.24301011875715
2018100709,1745,79848,0.919513491425269
2018091606,1782,79848,0.0572114170964496
2018102108,1307,79848,0.0458525311303757
2018120912,4717,79848,0.0259085442338492
2018102108,1417,79848,0.0181767970293775
2018111809,3206,79848,-0.101870094201807
2018121611,539,79848,-0.143369623584222
2018123012,3320,79848,-0.164668076382702
2018120912,943,79848,-2.07706826506723
2018092309,1464,80431,-0.416659269541637
2018090910,499,80668,0.634457672274926
2018102801,3022,80668,0.58273837530754
2018121700,3745,80668,0.57955805062062
2018122304,2102,80668,0.317544702240547
2018121700,3548,80668,0.287685505256344
2018100701,2925,80668,0.190517478254251
